"iso2c","year","country","mean_stress","countryid","Equity","EquityR5","EquityH5","EquityR","EquityH","ImpLoans","ImpLoansR5","ImpLoansH5","ImpLoansR","ImpLoansH","Costs","CostsR5","CostsH5","CostsR","CostsH","ROAA","ROAAR5","ROAAH5","ROAAR","ROAAH","NetLoans","NetLoansR5","NetLoansH5","NetLoansR","NetLoansH","Z","NCO","Liquid","capital_asset_ratio","credit_deposits_ratio","npl_ratio","reg_capital_assets","provisions_to_npls","exchange_rate_usd","stock_price_volatility","stock_returns","private_credit","income","exchange_rate_change","private_credit_change","log_imploans","exchange_rate_usd_log","private_credit_log"
"AR",2006,"Argentina",0.353425569600722,4e+05,11.6221084594727,11.2099838256836,12.4519281387329,11.2699203491211,11.6221084594727,3.8394091129303,3.99643063545227,4.02691268920898,3.99643063545227,4.02691268920898,63.8440475463867,63.0504302978516,53.5341529846191,64.3253936767578,63.8440475463867,1.63568603992462,1.48484361171722,1.89224493503571,1.50056397914886,1.63568603992462,37.406681060791,37.6191711425781,38.5448989868164,37.0867614746094,37.406681060791,3.19311690330505,5.62310218811035,28.2891826629639,13.5,53.01239,3.4,16.9,108.2,3.05431333333333,24.66351,16.83882,9.110072,"Upper middle income",NA,NA,1.34531847791831,1.11655479921975,2.20938061464349
"AR",2007,"Argentina",0.472619013708745,4e+05,11.4963893890381,10.9241895675659,11.5526294708252,11.2455081939697,11.4963893890381,2.78917694091797,2.85540914535522,2.7689414024353,2.85540914535522,2.7689414024353,66.8073577880859,64.9022827148438,59.7836494445801,67.2484741210938,66.8073577880859,1.2643141746521,1.25102770328522,1.45409464836121,1.16016328334808,1.2643141746521,42.0638275146484,42.0732345581055,43.0040550231934,41.5684432983398,42.2490386962891,3.07339310646057,2.73772859573364,27.7378330230713,13.1,59.32381,2.7,16.9,115.2,3.09564884920635,23.19992,23.58904,9.868085,"Upper middle income",-24.6826344506183,-11.5911133170338,1.02574654905605,1.12999752849587,2.28930581233086
"AR",2008,"Argentina",0.526404119334376,4e+05,10.8430728912354,10.3693704605103,10.8677663803101,10.5990314483643,10.8430728912354,2.58420062065125,2.60346078872681,2.62956547737122,2.60346078872681,2.62956547737122,69.2473907470703,68.8907318115234,64.4473266601562,69.7921295166016,69.2473907470703,1.48895394802094,1.38453269004822,1.53730654716492,1.3974335193634,1.48895394802094,43.9370613098145,44.044075012207,46.031795501709,43.3187942504883,44.0430068969727,2.97014689445496,0.336084604263306,27.2831001281738,11.9,65.73539,3.1,16.9,116.4,3.14416455988456,26.69704,-17.71288,10.08867,"Upper middle income",1.56722267419473,2.23533745402477,0.949416222477475,1.14554821412742,2.31141301200042
"AR",2009,"Argentina",0.623604645252651,4e+05,11.4955539703369,11.0882263183594,11.8722686767578,11.43967628479,11.4955539703369,2.75316143035889,2.74005627632141,2.80571985244751,2.74005627632141,2.80719017982483,57.3518829345703,55.0908889770508,52.2660026550293,56.9176292419434,57.3634147644043,2.25545263290405,2.10301613807678,2.43925952911377,2.22318553924561,2.25552773475647,41.9748268127441,42.601203918457,43.5863265991211,41.5336151123047,42.0508728027344,3.31190609931946,0.17868247628212,30.4307384490967,12.5,67.06776,3.5,18.8,111.8,3.71010683052328,44.77885,-8.326786,10.50327,"Upper middle income",-32.0412682891525,-22.8912363440682,1.01274986242131,1.31106067149406,2.35168663725109
"AR",2010,"Argentina",0.637949674252695,4e+05,10.3646078109741,10.0255842208862,10.5544462203979,10.396411895752,10.3646078109741,1.76712322235107,1.76013076305389,1.72769200801849,1.76013076305389,1.79111421108246,57.9034271240234,55.231071472168,52.4388084411621,57.128719329834,57.9058570861816,2.61481928825378,2.69213318824768,2.85455083847046,2.62635517120361,2.61503410339355,43.8048667907715,43.9053001403809,44.1084442138672,43.2612037658691,43.8627777099609,3.12607192993164,0.0858478248119354,33.4936027526855,11.3,65.95193,2.1,17.7,142.8,3.8962951544705,34.78642,56.41605,10.10089,"Upper middle income",289.82442766088,-56.1853085366922,0.56935292624916,1.36002614124509,2.31262353877686
"AR",2011,"Argentina",0.522822646714198,4e+05,10.2731351852417,9.99081325531006,10.5598440170288,10.2914953231812,10.2731351852417,1.13277637958527,1.08674359321594,1.10665082931519,1.08674359321594,1.13866579532623,60.3862266540527,58.2501907348633,56.2114486694336,59.6928253173828,60.3862266540527,2.59773349761963,2.6304624080658,2.69185376167297,2.61249327659607,2.59773349761963,51.6153831481934,52.057258605957,52.0642738342285,51.034065246582,51.6744995117188,3.09992599487305,-0.143908649682999,28.7572956085205,11.2,72.81754,1.4,15.6,171.2,4.11013957621326,25.74947,22.15743,11.16187,"Upper middle income",10.7822433143673,6.27042816189624,0.124671592385111,1.41345698808072,2.41250350564011
"AT",2003,"Austria",0.327507007426957,6e+05,5.30154085159302,4.34315490722656,4.34315490722656,5.01863527297974,5.30154085159302,5.96949005126953,5.96949005126953,5.96949005126953,5.96949005126953,5.96949005126953,66.3755340576172,68.5387802124023,68.5387802124023,66.0955123901367,66.3755340576172,0.393386989831924,0.32819202542305,0.32819202542305,0.377007365226746,0.393386989831924,56.0750465393066,52.9409484863281,52.9409484863281,55.9845809936523,56.0750465393066,21.9290790557861,0.704890966415405,21.2890110015869,4.9,144.0825,3,14.5,68,NA,14.33729,10.24874,87.18417,"High income: OECD",NA,1.50175360981672,1.78666150520832,NA,4.46802277773791
"AT",2004,"Austria",0.365511392850805,6e+05,5.30115699768066,4.86663675308228,4.87238931655884,5.26959562301636,5.30115699768066,4.64195251464844,4.65948820114136,4.64195251464844,4.64195251464844,4.64195251464844,65.2422943115234,66.9734573364258,67.0405883789062,65.0321960449219,65.2499923706055,0.478276044130325,0.470020264387131,0.469859659671783,0.476881444454193,0.478409349918365,55.4371147155762,52.8154983520508,52.7948913574219,55.6970481872559,55.4371147155762,22.2544708251953,0.853266954421997,21.7231044769287,4.9,139.9137,2.7,12.4,70.8,NA,13.41056,51.83278,85.89425,"High income: OECD",NA,-7.05312718450594,1.53513507829722,NA,4.45311688844939
"AT",2005,"Austria",0.405311496808743,6e+05,5.21725416183472,5.01562452316284,4.98512315750122,5.18756914138794,5.21734762191772,4.38990783691406,4.45979356765747,4.38990783691406,4.38990783691406,4.38990783691406,62.7014312744141,60.7723274230957,61.0917816162109,62.5261192321777,62.7107810974121,0.603657186031342,0.630793750286102,0.624871253967285,0.599529325962067,0.604281842708588,53.8479156494141,52.7043151855469,52.2087364196777,53.8153381347656,53.8484687805176,22.4141902923584,1.1371363401413,19.5965404510498,4.8,140.2761,2.6,11.8,71.5,NA,14.06819,51.4164,89.16122,"High income: OECD",NA,-4.73574199595122,1.47930823299747,NA,4.49044619169009
"AT",2006,"Austria",0.418785281037978,6e+05,6.08190011978149,6.57301139831543,6.47015810012817,6.09306621551514,6.08112668991089,3.53652882575989,3.62557291984558,3.53652882575989,3.53652882575989,3.53652882575989,60.6845893859863,61.4068069458008,60.8305282592773,61.0898704528809,60.6899337768555,1.04208147525787,1.7080237865448,1.62193584442139,1.06146323680878,1.04203081130981,53.1478424072266,53.3917961120605,52.430061340332,52.8931846618652,53.1515617370605,27.4318408966064,0.163123667240143,20.509635925293,5.2,138.9636,2.7,13.2,75.6,NA,16.82362,31.24399,92.21929,"High income: OECD",NA,1.30471191374336,1.26314568838954,NA,4.52416932776822
"AT",2007,"Austria",0.290822022183021,6e+05,6.64269638061523,7.3141393661499,7.18615055084229,6.21519136428833,6.21559810638428,3.55924010276794,3.63838315010071,3.55924010276794,3.55924010276794,3.55924010276794,58.299617767334,58.0974464416504,57.8246116638184,58.4314498901367,58.3015174865723,0.79157829284668,1.01867771148682,0.997346758842468,0.761053562164307,0.790908575057983,54.8071060180664,55.9059028625488,55.2083892822266,54.8907356262207,55.0654716491699,28.6266593933105,0.354500472545624,22.2429962158203,6.5,128.8919,2.2,12.7,76.4,NA,20.14972,17.43552,91.03159,"High income: OECD",NA,-7.43658734023482,1.26954706780066,NA,4.51120658913385
"AT",2008,"Austria",0.309797255341391,6e+05,5.97448873519897,6.30397748947144,6.17163705825806,5.71772527694702,5.66241550445557,4.29114770889282,4.21281051635742,4.29411268234253,4.11036396026611,4.29411268234253,71.672607421875,85.0466766357422,81.6714553833008,73.4185256958008,71.672607421875,0.186071798205376,0.524429738521576,0.504578530788422,0.268520712852478,0.315354496240616,54.4848976135254,59.5266494750977,58.4749488830566,57.0587348937988,57.1979026794434,23.7220592498779,0.155797272920609,23.4632415771484,6.3,119.412,1.9,12.9,62.4,NA,26.85672,-26.94262,93.59357,"High income: OECD",NA,-4.42721315727399,1.45655422837028,NA,4.53896168454263
"AT",2009,"Austria",0.563974587636914,6e+05,6.6285138130188,7.53530263900757,7.32060241699219,6.38075733184814,6.19253396987915,7.61008548736572,7.34571027755737,7.23327445983887,7.15967321395874,7.23327445983887,60.6550331115723,51.9978675842285,51.6043548583984,63.0027542114258,61.8597297668457,0.0508179254829884,0.483261466026306,0.477892905473709,-0.0101080117747188,0.0350439436733723,55.6744918823242,61.202091217041,59.531681060791,57.8555603027344,57.5962028503418,25.7196502685547,0.00985031574964523,23.2979354858398,7,118.85,2.3,15,73.8,NA,46.81561,-36.77266,97.9291,"High income: OECD",NA,4.16235223366109,2.0294744053671,NA,4.58424374745255
"AT",2010,"Austria",0.759624743311575,6e+05,6.80367994308472,8.28616523742676,8.156813621521,6.91465902328491,6.80229997634888,8.50201988220215,8.03548717498779,7.88028335571289,7.90402841567993,7.88028335571289,59.0493011474609,55.0004501342773,58.6988639831543,57.1599884033203,58.9707107543945,0.545080006122589,0.662656605243683,0.732396006584167,0.48201110959053,0.545680820941925,58.4438018798828,61.4673652648926,60.2814445495605,58.9583702087402,58.5236206054688,28.2973709106445,0.169903308153152,20.6896896362305,7.5,122.8349,2.8,15.4,70.8,NA,35.30948,19.76128,97.0828,"High income: OECD",NA,5.27385322528508,2.14030376846623,NA,4.57556422263448
"AT",2011,"Austria",0.75979649675857,6e+05,6.37473726272583,7.95666790008545,7.83684206008911,6.42525482177734,6.37423610687256,9.10987567901611,9.01018524169922,8.82490825653076,8.94095611572266,8.82490825653076,75.4356307983398,58.2576522827148,57.9429779052734,78.6307983398438,75.3895263671875,0.0761173292994499,0.376589715480804,0.392471551895142,0.00759596470743418,0.0759077146649361,56.6892929077148,60.5007858276367,59.4279136657715,56.9415054321289,56.7319107055664,24.8398704528809,-0.815849840641022,22.1266918182373,7.2,124.4366,2.7,15.8,71.4,NA,24.4206,-3.39986,95.67292,"High income: OECD",NA,7.30328723631194,2.20935906452849,NA,4.56093529080892
"AU",2003,"Australia",0.324913704857784,5e+05,9.34314441680908,NA,7.59450960159302,NA,8.64610290527344,1.54129719734192,NA,1.22630751132965,NA,1.22630751132965,60.2272834777832,NA,55.5172882080078,NA,55.9046401977539,0.782471895217896,NA,0.727619051933289,NA,0.739101588726044,25.2641124725342,NA,21.1600513458252,NA,25.3531036376953,22.4903392791748,1.65892398357391,50.934886932373,5.2,137.8216,0.3,10,131.8,1.54191416666667,11.6219,-3.63811,90.13438,"High income: OECD",20.2564048710602,-32.4347712016551,0.432624397796029,0.433024609951568,4.50130166785931
"AU",2004,"Australia",0.232204047330874,5e+05,7.14035797119141,NA,2.5218334197998,NA,6.54754590988159,7.34914875030518,NA,6.8899998664856,NA,6.8899998664856,39.7133598327637,NA,22.1233329772949,NA,35.4109535217285,0.731027781963348,NA,0.352185398340225,NA,0.752403855323792,63.9560470581055,NA,79.4402389526367,NA,67.9711532592773,17.4833908081055,2.35408496856689,7.40411901473999,5.1,138.793,0.2,10.5,182.9,1.3597525,8.452745,16.27545,94.67748,"High income: OECD",14.0561325416922,-25.6925656054475,1.99458449023251,0.30730269789251,4.55047616832199
"AU",2005,"Australia",0.259573306249566,5e+05,5.59372711181641,5.08564043045044,5.46791410446167,5.58909034729004,5.58520936965942,0.359691500663757,0.414836794137955,0.357651203870773,0.414836794137955,0.357651203870773,61.8606300354004,73.1144561767578,63.0511894226074,64.4117584228516,61.5551376342773,1.08826982975006,0.871332347393036,1.08793747425079,1.07016754150391,1.09820401668549,59.9689254760742,43.4811592102051,59.0545616149902,57.1983184814453,60.1540336608887,14.8416004180908,0.0546594075858593,14.1068162918091,6.9,141.4714,0.6,10.2,17.6,1.30947333333333,7.562818,20.39965,98.61409,"High income: OECD",9.57271072117633,-14.542887101806,-1.02250855751787,0.269625020751659,4.59121415200779
"AU",2006,"Australia",0.335268616995823,5e+05,5.67960691452026,5.64929580688477,5.64704704284668,5.88551998138428,5.69067239761353,0.22311344742775,0.348686099052429,0.22311344742775,0.348686099052429,0.22311344742775,53.7361717224121,84.1208724975586,53.3297309875488,73.5454711914062,53.642505645752,1.10061883926392,1.37024652957916,1.07986533641815,1.35382783412933,1.1021409034729,71.6228485107422,42.1327247619629,72.1742858886719,63.5634574890137,71.7749404907227,15.0597801208496,0.125207722187042,11.5187664031982,5.2,142.809,0.6,10.3,17.6,1.3279734405,10.82179,18.63692,103.944,"High income: OECD",-2.33712087310005,9.78745948878234,-1.50007490402284,0.283654051230753,4.64385229258044
"AU",2007,"Australia",0.268474146279029,5e+05,5.52172565460205,4.53106498718262,5.44802474975586,5.92834854125977,5.5209813117981,0.240162938833237,0.430751740932465,0.239931240677834,0.430751740932465,0.239931240677834,50.7324752807617,71.3793411254883,49.7267189025879,66.131706237793,50.7381935119629,1.66398859024048,9.29192543029785,1.69655632972717,5.94595575332642,1.66446125507355,70.2001647949219,46.4181327819824,70.3805999755859,61.4781074523926,70.1974029541016,15.9604301452637,0.132567644119263,11.5988006591797,5,133.3102,0.6,10.1,18.3,1.1950725,13.71775,22.5688,115.396,"High income: OECD",-10.0078010935189,11.0174709458939,-1.42643767419136,0.178206852999224,4.7483696914282
"AU",2008,"Australia",0.44215422216059,5e+05,5.44209337234497,5.53215503692627,5.47110557556152,6.04967451095581,5.44117021560669,0.557223677635193,1.74867832660675,0.549394011497498,1.74867832660675,0.549394011497498,52.1005783081055,60.5057258605957,50.7553787231445,73.3240737915039,52.122859954834,0.785765290260315,0.49202436208725,0.81742936372757,0.554921090602875,0.785860955715179,71.5282440185547,56.0968246459961,71.3952178955078,63.2085151672363,71.5455932617188,13.8329000473022,0.153812229633331,11.5811214447021,5.4,125.7314,1.3,11.3,22.8,1.19217833333333,22.2439,-19.1461,127.4132,"High income: OECD",22.973036159882,-0.466835610745332,-0.584788544018107,0.175782165954038,4.84743534844589
"AU",2009,"Australia",0.620379173284512,5e+05,6.24383735656738,6.44744729995728,6.22315073013306,6.63126659393311,6.24332141876221,1.17279410362244,1.6855856180191,1.13217830657959,1.6855856180191,1.13217830657959,48.0469856262207,69.0576400756836,48.1180534362793,69.4900360107422,48.0904006958008,0.591723680496216,0.440165489912033,0.594883739948273,0.425167083740234,0.58765435218811,72.1996917724609,50.9358177185059,72.5270919799805,61.8912086486816,72.3716430664062,15.182689666748,0.37040176987648,11.1534309387207,6.3,128.8899,2,12,23.3,1.28218881008452,29.74035,-19.08775,133.4035,"High income: OECD",32.7591055903124,3.66340272796998,0.159389024530549,0.24856862541121,4.8933783700189
"AU",2010,"Australia",0.437006105122673,5e+05,6.3755202293396,6.65461444854736,6.34056234359741,6.62837839126587,6.38002634048462,1.31061577796936,1.29644429683685,1.27192652225494,1.29644429683685,1.27192652225494,48.0345878601074,68.6669006347656,47.8132629394531,62.4281921386719,48.0592765808105,0.806712031364441,0.569479405879974,0.827366948127747,0.644030392169952,0.805846929550171,70.1786575317383,49.7808837890625,69.9640731811523,60.6828689575195,70.3651275634766,15.9526901245117,0.384622097015381,10.9426832199097,6.3,130.2029,2.1,11.6,24.2,1.09015948638677,20.53708,14.72646,130.2122,"High income: OECD",-36.7959976816935,60.9509306344235,0.270497086288289,0.0863240033236767,4.86916542738164
"AU",2011,"Australia",0.272236447579131,5e+05,6.07677221298218,6.79704809188843,6.06222629547119,5.80960083007812,6.07441282272339,1.2061550617218,1.25388860702515,1.17166900634766,1.25388860702515,1.17166900634766,48.2309303283691,69.6339874267578,47.9706687927246,65.1739730834961,48.2213478088379,0.861307144165039,0.469866663217545,0.872213900089264,0.480581969022751,0.861647486686707,69.7788238525391,51.5511589050293,69.4681625366211,62.165699005127,69.8705825805664,15.410400390625,0.330496430397034,11.2054805755615,6.1,126.1783,2,11.8,24.6,0.969463201496735,15.8344,-2.500672,128.0108,"High income: OECD",-6.4082963188903,-0.491050780263151,0.187437665265282,-0.0310127611861223,4.85211463536025
"AW",2003,"Aruba",0.671069311873915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.36504,NA,NA,NA,1.79,NA,NA,52.66063,"High income: nonOECD",0,-9.48937389430459,NA,0.582215619852664,3.96386811753629
"AW",2004,"Aruba",0.730191353060926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.05703,NA,NA,NA,1.79,NA,NA,51.64685,"High income: nonOECD",0,-15.4281276184697,NA,0.582215619852664,3.94442920629054
"AW",2005,"Aruba",0.796622330335123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.26965,NA,NA,NA,1.79,NA,NA,52.66264,"High income: nonOECD",0,-3.09953695823975,NA,0.582215619852664,3.96390628573977
"AW",2006,"Aruba",0.858156461672259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7776,NA,NA,NA,1.79,NA,NA,54.34715,"High income: nonOECD",0,21.1407082433275,NA,0.582215619852664,3.99539217428982
"AW",2007,"Aruba",0.861213726982155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1972,NA,NA,NA,1.79,NA,NA,51.90389,"High income: nonOECD",0,0.497687661493385,NA,0.582215619852664,3.94939373919354
"AW",2008,"Aruba",0.747468805747872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.27375,NA,NA,NA,1.79,NA,NA,53.23196,"High income: nonOECD",0,10.0237607849492,NA,0.582215619852664,3.97465896784813
"AW",2009,"Aruba",0.796980268878157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.70393,NA,NA,NA,1.79,NA,NA,57.73536,"High income: nonOECD",0,34.3848813935999,NA,0.582215619852664,4.05586981077019
"AW",2010,"Aruba",0.658620418735357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.11808,NA,NA,NA,1.79,NA,NA,57.97853,"High income: nonOECD",0,11.7036314619193,NA,0.582215619852664,4.06007276960191
"AW",2011,"Aruba",0.693358824693129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.95922,NA,NA,NA,1.79,NA,NA,58.18171,"High income: nonOECD",0,0.773096417862472,NA,0.582215619852664,4.06357104417862
"AZ",2003,"Azerbaijan",0.694290442086666,7e+05,10.288857460022,8.88511943817139,8.88511943817139,9.63276672363281,10.288857460022,22.0167713165283,22.7029666900635,22.7029666900635,22.7029666900635,22.7029666900635,50.8279418945312,50.9159622192383,50.9159622192383,51.3928756713867,50.8279418945312,1.94878923892975,1.86998283863068,1.86998283863068,1.83280944824219,1.94878923892975,44.8827476501465,43.773323059082,43.773323059082,44.5293502807617,44.8827476501465,12.324390411377,0.603326141834259,36.4445037841797,NA,81.81985,NA,NA,NA,0.982146,NA,NA,5.840449,"Upper middle income",3.88451282550314,-27.2298625684613,3.0918044954999,-0.0180153055077983,1.76480767744639
"AZ",2004,"Azerbaijan",0.643899521002127,7e+05,9.80818271636963,8.40516376495361,8.40516376495361,9.00555992126465,9.80818271636963,13.1406726837158,13.2119770050049,13.2119770050049,13.2119770050049,13.2119770050049,44.4267921447754,43.7401809692383,43.7401809692383,44.3575325012207,44.4267921447754,2.53881049156189,2.46508836746216,2.46508836746216,2.47291302680969,2.53881049156189,48.0229415893555,46.8756790161133,46.8756790161133,46.9341354370117,48.0229415893555,12.4345102310181,2.81201386451721,41.0805511474609,NA,82.93078,NA,NA,NA,0.9826955,NA,NA,7.486795,"Upper middle income",22.4313835420171,-55.3120008499727,2.5757122053318,-0.0174559728447554,2.01314080208031
"AZ",2005,"Azerbaijan",0.489177370016504,7e+05,11.2713956832886,9.87303447723389,10.1382751464844,10.7447566986084,11.2713956832886,9.79726696014404,9.87510871887207,9.87510871887207,9.87510871887207,9.87510871887207,45.2226791381836,43.6055030822754,44.5139579772949,45.1223106384277,45.2226791381836,2.3867039680481,2.45969390869141,2.41489672660828,2.42219305038452,2.3867039680481,58.1660232543945,57.5495567321777,57.4410362243652,57.5513916015625,58.1660232543945,13.7549104690552,0.945107519626617,30.6915855407715,NA,88.46696,NA,NA,NA,0.945421,NA,NA,8.025887,"Upper middle income",-2.75088998171599,57.6708663709789,2.28210346516386,-0.0561249480497318,2.08267219250315
"AZ",2006,"Azerbaijan",0.541729601164684,7e+05,10.3927230834961,9.22162628173828,9.61797046661377,9.75093936920166,10.3927230834961,7.68177556991577,7.40511703491211,7.74704313278198,7.40511703491211,7.74704313278198,48.131046295166,46.5028266906738,46.8891372680664,47.9190788269043,48.131046295166,2.56558156013489,2.69226551055908,2.56676578521729,2.55980253219604,2.56558156013489,57.4009552001953,55.946475982666,56.3564567565918,56.4203605651855,57.4009552001953,13.0501499176025,1.350581407547,34.6120758056641,NA,101.6369,NA,NA,NA,0.893445,NA,NA,8.992224,"Upper middle income",8.74193154540206,-31.5163063594116,2.03885071443782,-0.112670501957193,2.19636020387309
"AZ",2007,"Azerbaijan",0.491246650518771,7e+05,12.2354564666748,10.5050964355469,11.465124130249,11.5306091308594,12.0884132385254,11.4238901138306,8.43730926513672,11.2599754333496,8.43730926513672,11.2599754333496,44.2793006896973,43.2707672119141,43.1828384399414,43.376148223877,44.1397438049316,3.04616737365723,3.09164714813232,3.10350227355957,3.12200880050659,3.07105946540833,68.6838684082031,69.7627868652344,69.0416793823242,69.3600311279297,68.7783584594727,15.3899402618408,-9.7987642288208,21.5811100006104,NA,119.5428,NA,NA,NA,0.858123808243728,NA,NA,10.96847,"Upper middle income",NA,NA,2.43570678666359,-0.15300689125186,2.39502479327479
